beneficiary_id,district,name,land_area_ha,primary_crop,income_category,aadhaar_verified,status,fund_amount_inr,enrollment_month,anomaly_flag
UK003241,Pauri Garhwal,Farmer_3241,0.64,Lentil,1,1,Verified,7900,2024-05,0
UK003242,Pauri Garhwal,Farmer_3242,0.49,Mustard,1,1,Verified,7700,2024-06,0
UK003243,Pauri Garhwal,Farmer_3243,0.66,Mustard,1,1,Verified,8900,2024-09,0
UK003244,Pauri Garhwal,Farmer_3244,0.25,Soybean,1,1,Verified,6200,2024-10,0
UK003245,Pauri Garhwal,Farmer_3245,0.98,Potato,1,1,Verified,9100,2024-10,0
UK003246,Pauri Garhwal,Farmer_3246,0.17,Potato,1,1,Verified,5700,2024-10,0
UK003247,Pauri Garhwal,Farmer_3247,0.52,Wheat,1,1,Verified,8000,2024-06,0
UK003248,Pauri Garhwal,Farmer_3248,0.63,Maize,1,1,Verified,9400,2024-06,0
UK003249,Pauri Garhwal,Farmer_3249,0.58,Lentil,1,1,Verified,8100,2024-08,0
UK003250,Pauri Garhwal,Farmer_3250,0.1,Mustard,1,1,Verified,6400,2024-08,0
UK003251,Pauri Garhwal,Farmer_3251,0.21,Lentil,1,1,Verified,7700,2024-06,0
UK003252,Pauri Garhwal,Farmer_3252,0.55,Maize,1,1,Verified,7800,2024-12,0
UK003253,Pauri Garhwal,Farmer_3253,0.24,Rice,1,1,Verified,6400,2024-05,0
UK003254,Pauri Garhwal,Farmer_3254,0.71,Rice,1,1,Verified,8100,2024-07,0
UK003255,Pauri Garhwal,Farmer_3255,0.18,Mustard,1,1,Verified,5900,2024-10,0
UK003256,Pauri Garhwal,Farmer_3256,0.28,Lentil,1,1,Verified,6600,2024-04,0
UK003257,Pauri Garhwal,Farmer_3257,0.73,Rice,1,0,Rejected,8100,2024-10,0
UK003258,Pauri Garhwal,Farmer_3258,0.6,Wheat,1,1,Verified,7800,2024-06,0
UK003259,Pauri Garhwal,Farmer_3259,0.55,Potato,1,1,Pending,8200,2024-05,0
UK003260,Pauri Garhwal,Farmer_3260,0.26,Mustard,1,1,Verified,6400,2024-08,0
UK003261,Pauri Garhwal,Farmer_3261,0.13,Soybean,1,1,Verified,7200,2024-11,0
UK003262,Pauri Garhwal,Farmer_3262,0.79,Rice,1,0,Pending,7800,2024-12,0
UK003263,Pauri Garhwal,Farmer_3263,0.56,Wheat,1,1,Verified,7900,2024-10,0
UK003264,Pauri Garhwal,Farmer_3264,0.2,Rice,1,1,Verified,5900,2024-08,0
UK003265,Pauri Garhwal,Farmer_3265,0.1,Mustard,1,1,Verified,6600,2024-09,0
UK003266,Pauri Garhwal,Farmer_3266,0.46,Lentil,1,1,Pending,7700,2024-08,0
UK003267,Pauri Garhwal,Farmer_3267,0.61,Lentil,1,1,Verified,8000,2024-12,0
UK003268,Pauri Garhwal,Farmer_3268,0.37,Lentil,1,1,Pending,7700,2024-08,0
UK003269,Pauri Garhwal,Farmer_3269,0.1,Wheat,1,1,Verified,5600,2024-05,0
UK003270,Pauri Garhwal,Farmer_3270,0.18,Maize,1,1,Verified,7300,2024-04,0
UK003271,Pauri Garhwal,Farmer_3271,0.74,Lentil,1,1,Verified,8200,2024-04,0
UK003272,Pauri Garhwal,Farmer_3272,0.54,Rice,1,1,Verified,8300,2024-10,0
UK003273,Pauri Garhwal,Farmer_3273,0.7,Lentil,1,1,Verified,8300,2024-07,0
UK003274,Pauri Garhwal,Farmer_3274,0.28,Maize,1,1,Verified,7000,2024-05,0
UK003275,Pauri Garhwal,Farmer_3275,0.49,Soybean,1,1,Verified,6700,2024-04,0
UK003276,Pauri Garhwal,Farmer_3276,0.61,Potato,1,1,Verified,7600,2024-06,0
UK003277,Pauri Garhwal,Farmer_3277,0.55,Lentil,1,0,Rejected,8400,2024-10,0
UK003278,Pauri Garhwal,Farmer_3278,0.63,Lentil,1,1,Verified,8200,2024-10,0
UK003279,Pauri Garhwal,Farmer_3279,0.6,Wheat,1,1,Verified,7600,2024-08,0
UK003280,Pauri Garhwal,Farmer_3280,0.36,Soybean,1,1,Verified,6900,2024-11,0
UK003281,Pauri Garhwal,Farmer_3281,0.16,Potato,1,0,Pending,7500,2024-09,0
UK003282,Pauri Garhwal,Farmer_3282,0.36,Wheat,1,1,Verified,6500,2024-10,0
UK003283,Pauri Garhwal,Farmer_3283,0.24,Lentil,1,1,Verified,7600,2024-06,0
UK003284,Pauri Garhwal,Farmer_3284,0.88,Lentil,1,1,Verified,9600,2024-09,0
UK003285,Pauri Garhwal,Farmer_3285,0.37,Apple,1,1,Verified,8200,2024-07,0
UK003286,Pauri Garhwal,Farmer_3286,0.69,Lentil,1,1,Verified,9300,2024-06,0
UK003287,Pauri Garhwal,Farmer_3287,0.64,Soybean,1,1,Verified,9400,2024-10,0
UK003288,Pauri Garhwal,Farmer_3288,0.68,Soybean,1,1,Verified,8100,2024-08,0
UK003289,Pauri Garhwal,Farmer_3289,0.36,Rice,1,1,Verified,6600,2024-05,0
UK003290,Pauri Garhwal,Farmer_3290,0.39,Rice,1,1,Verified,7100,2024-05,0
UK003291,Pauri Garhwal,Farmer_3291,0.1,Lentil,1,0,Rejected,5400,2024-04,0
UK003292,Pauri Garhwal,Farmer_3292,0.54,Wheat,1,1,Pending,7800,2024-05,0
UK003293,Pauri Garhwal,Farmer_3293,0.36,Maize,1,1,Verified,8100,2024-07,0
UK003294,Pauri Garhwal,Farmer_3294,0.1,Apple,1,1,Verified,7200,2024-11,0
UK003295,Pauri Garhwal,Farmer_3295,0.73,Maize,1,1,Pending,9300,2024-10,0
UK003296,Pauri Garhwal,Farmer_3296,0.47,Lentil,1,1,Verified,6800,2024-05,0
UK003297,Pauri Garhwal,Farmer_3297,0.64,Potato,1,1,Verified,8800,2024-07,0
UK003298,Pauri Garhwal,Farmer_3298,0.7,Apple,1,1,Pending,8300,2024-07,0
UK003299,Pauri Garhwal,Farmer_3299,0.76,Soybean,1,1,Verified,8300,2024-12,0
UK003300,Pauri Garhwal,Farmer_3300,0.32,Maize,1,1,Verified,8200,2024-09,0
UK003301,Pauri Garhwal,Farmer_3301,0.61,Mustard,1,0,Pending,7700,2024-12,0
UK003302,Pauri Garhwal,Farmer_3302,0.67,Potato,1,1,Verified,7200,2024-04,0
UK003303,Pauri Garhwal,Farmer_3303,0.54,Potato,1,0,Pending,7500,2024-11,0
UK003304,Pauri Garhwal,Farmer_3304,0.91,Rice,1,1,Verified,8200,2024-05,0
UK003305,Pauri Garhwal,Farmer_3305,1.21,Potato,1,1,Verified,10600,2024-12,0
UK003306,Pauri Garhwal,Farmer_3306,0.26,Soybean,1,1,Verified,6800,2024-05,0
UK003307,Pauri Garhwal,Farmer_3307,0.41,Potato,1,0,Pending,7400,2024-06,0
UK003308,Pauri Garhwal,Farmer_3308,0.65,Lentil,1,1,Verified,9100,2024-06,0
UK003309,Pauri Garhwal,Farmer_3309,0.53,Wheat,1,0,Pending,8100,2024-05,0
UK003310,Pauri Garhwal,Farmer_3310,0.58,Wheat,1,1,Verified,7600,2024-08,0
UK003311,Pauri Garhwal,Farmer_3311,0.89,Mustard,1,1,Verified,9700,2024-09,0
UK003312,Pauri Garhwal,Farmer_3312,0.62,Maize,1,1,Verified,8500,2024-08,0
UK003313,Pauri Garhwal,Farmer_3313,0.85,Wheat,1,1,Verified,9900,2024-04,0
UK003314,Pauri Garhwal,Farmer_3314,0.13,Rice,1,1,Verified,5600,2024-12,0
UK003315,Pauri Garhwal,Farmer_3315,0.27,Rice,1,1,Verified,6600,2024-10,0
UK003316,Pauri Garhwal,Farmer_3316,0.66,Potato,1,1,Verified,9300,2024-08,0
UK003317,Pauri Garhwal,Farmer_3317,0.53,Mustard,1,1,Pending,8700,2024-12,0
UK003318,Pauri Garhwal,Farmer_3318,0.81,Mustard,1,1,Verified,9400,2024-11,0
UK003319,Pauri Garhwal,Farmer_3319,0.93,Apple,1,1,Verified,9700,2024-07,0
UK003320,Pauri Garhwal,Farmer_3320,0.59,Soybean,1,1,Verified,8100,2024-12,0
UK003321,Pauri Garhwal,Farmer_3321,0.31,Lentil,1,1,Verified,7100,2024-12,0
UK003322,Pauri Garhwal,Farmer_3322,0.49,Wheat,1,1,Verified,8900,2024-08,0
UK003323,Pauri Garhwal,Farmer_3323,0.43,Soybean,1,1,Verified,7000,2024-05,0
UK003324,Pauri Garhwal,Farmer_3324,0.49,Maize,1,1,Verified,7400,2024-08,0
UK003325,Pauri Garhwal,Farmer_3325,0.89,Lentil,1,1,Verified,8200,2024-08,0
UK003326,Pauri Garhwal,Farmer_3326,0.77,Mustard,1,1,Verified,9100,2024-12,0
UK003327,Pauri Garhwal,Farmer_3327,0.65,Rice,1,1,Verified,9500,2024-06,0
UK003328,Pauri Garhwal,Farmer_3328,0.71,Soybean,1,0,Rejected,8200,2024-04,0
UK003329,Pauri Garhwal,Farmer_3329,0.85,Maize,1,1,Verified,10000,2024-12,0
UK003330,Pauri Garhwal,Farmer_3330,0.44,Mustard,1,0,Pending,6700,2024-06,0
UK003331,Pauri Garhwal,Farmer_3331,0.61,Wheat,1,1,Verified,7100,2024-04,0
UK003332,Pauri Garhwal,Farmer_3332,0.69,Soybean,1,1,Verified,8100,2024-10,0
UK003333,Pauri Garhwal,Farmer_3333,1.02,Soybean,1,1,Verified,8500,2024-10,0
UK003334,Pauri Garhwal,Farmer_3334,0.64,Potato,1,1,Verified,7900,2024-07,0
UK003335,Pauri Garhwal,Farmer_3335,0.42,Mustard,1,1,Verified,7000,2024-12,0
UK003336,Pauri Garhwal,Farmer_3336,1.09,Mustard,1,1,Verified,10100,2024-05,0
UK003337,Pauri Garhwal,Farmer_3337,0.6,Maize,1,1,Verified,7700,2024-07,0
UK003338,Pauri Garhwal,Farmer_3338,0.35,Apple,1,1,Verified,6200,2024-05,0
UK003339,Pauri Garhwal,Farmer_3339,0.56,Lentil,1,1,Verified,6800,2024-06,0
UK003340,Pauri Garhwal,Farmer_3340,0.5,Potato,1,1,Verified,8800,2024-09,0
UK003341,Pauri Garhwal,Farmer_3341,0.46,Wheat,1,1,Verified,7500,2024-04,0
UK003342,Pauri Garhwal,Farmer_3342,0.59,Lentil,1,0,Rejected,7500,2024-10,0
UK003343,Pauri Garhwal,Farmer_3343,0.76,Apple,1,1,Verified,9600,2024-08,0
UK003344,Pauri Garhwal,Farmer_3344,0.41,Mustard,1,1,Verified,6300,2024-08,0
UK003345,Pauri Garhwal,Farmer_3345,0.44,Potato,1,1,Verified,6500,2024-11,0
UK003346,Pauri Garhwal,Farmer_3346,0.78,Apple,1,1,Verified,9400,2024-12,0
UK003347,Pauri Garhwal,Farmer_3347,0.35,Maize,1,1,Verified,7300,2024-10,0
UK003348,Pauri Garhwal,Farmer_3348,0.49,Lentil,1,1,Verified,7500,2024-06,0
UK003349,Pauri Garhwal,Farmer_3349,0.73,Lentil,1,1,Verified,8700,2024-12,0
UK003350,Pauri Garhwal,Farmer_3350,0.57,Rice,1,1,Pending,8100,2024-11,0
UK003351,Pauri Garhwal,Farmer_3351,0.57,Wheat,1,1,Verified,8700,2024-09,0
UK003352,Pauri Garhwal,Farmer_3352,0.45,Apple,1,1,Verified,8400,2024-11,0
UK003353,Pauri Garhwal,Farmer_3353,0.59,Mustard,1,1,Verified,6900,2024-06,0
UK003354,Pauri Garhwal,Farmer_3354,0.52,Lentil,1,1,Verified,7700,2024-09,0
UK003355,Pauri Garhwal,Farmer_3355,0.23,Maize,1,1,Pending,5800,2024-10,0
UK003356,Pauri Garhwal,Farmer_3356,0.51,Wheat,1,1,Verified,8800,2024-09,0
UK003357,Pauri Garhwal,Farmer_3357,0.6,Apple,1,1,Pending,8000,2024-05,0
UK003358,Pauri Garhwal,Farmer_3358,0.32,Maize,1,1,Verified,6700,2024-11,0
UK003359,Pauri Garhwal,Farmer_3359,0.57,Maize,1,1,Verified,7000,2024-08,0
UK003360,Pauri Garhwal,Farmer_3360,0.44,Lentil,1,1,Verified,7400,2024-06,0
UK003361,Pauri Garhwal,Farmer_3361,0.93,Apple,1,1,Verified,9500,2024-12,0
UK003362,Pauri Garhwal,Farmer_3362,1.01,Potato,1,1,Verified,8900,2024-09,0
UK003363,Pauri Garhwal,Farmer_3363,0.65,Potato,1,1,Verified,8200,2024-09,0
UK003364,Pauri Garhwal,Farmer_3364,0.34,Apple,1,1,Verified,7800,2024-10,0
UK003365,Pauri Garhwal,Farmer_3365,0.63,Apple,1,1,Verified,9000,2024-11,0
UK003366,Pauri Garhwal,Farmer_3366,0.44,Wheat,1,1,Verified,6600,2024-04,0
UK003367,Pauri Garhwal,Farmer_3367,1.03,Lentil,1,1,Verified,10900,2024-08,0
UK003368,Pauri Garhwal,Farmer_3368,0.31,Mustard,1,1,Verified,6600,2024-06,0
UK003369,Pauri Garhwal,Farmer_3369,0.85,Apple,1,1,Verified,7600,2024-08,0
UK003370,Pauri Garhwal,Farmer_3370,0.53,Maize,1,1,Verified,8300,2024-06,0
UK003371,Pauri Garhwal,Farmer_3371,0.56,Lentil,1,1,Verified,7700,2024-05,0
UK003372,Pauri Garhwal,Farmer_3372,0.69,Apple,1,0,Pending,8400,2024-04,0
UK003373,Pauri Garhwal,Farmer_3373,0.19,Wheat,1,1,Verified,5900,2024-05,0
UK003374,Pauri Garhwal,Farmer_3374,0.4,Wheat,1,1,Verified,8200,2024-06,0
UK003375,Pauri Garhwal,Farmer_3375,0.91,Rice,1,0,Pending,8300,2024-09,0
UK003376,Pauri Garhwal,Farmer_3376,0.84,Apple,1,1,Pending,10100,2024-07,0
UK003377,Pauri Garhwal,Farmer_3377,0.61,Wheat,1,1,Verified,8000,2024-04,0
UK003378,Pauri Garhwal,Farmer_3378,0.43,Apple,1,1,Verified,6400,2024-04,0
UK003379,Pauri Garhwal,Farmer_3379,0.94,Rice,1,1,Verified,9500,2024-12,0
UK003380,Pauri Garhwal,Farmer_3380,0.29,Apple,1,1,Verified,6400,2024-08,0
UK003381,Pauri Garhwal,Farmer_3381,0.64,Lentil,1,1,Verified,8400,2024-12,0
UK003382,Pauri Garhwal,Farmer_3382,0.26,Lentil,1,1,Verified,6100,2024-09,0
UK003383,Pauri Garhwal,Farmer_3383,0.96,Lentil,1,1,Verified,10600,2024-05,0
UK003384,Pauri Garhwal,Farmer_3384,0.44,Maize,1,1,Verified,6900,2024-11,0
UK003385,Pauri Garhwal,Farmer_3385,0.38,Rice,1,1,Verified,6800,2024-04,0
UK003386,Pauri Garhwal,Farmer_3386,0.51,Apple,1,1,Verified,8200,2024-12,0
UK003387,Pauri Garhwal,Farmer_3387,0.51,Potato,1,1,Verified,8900,2024-07,0
UK003388,Pauri Garhwal,Farmer_3388,0.46,Apple,1,1,Verified,7100,2024-11,0
UK003389,Pauri Garhwal,Farmer_3389,0.65,Maize,1,1,Verified,8300,2024-10,0
UK003390,Pauri Garhwal,Farmer_3390,0.35,Potato,1,1,Verified,7100,2024-12,0
UK003391,Pauri Garhwal,Farmer_3391,0.23,Mustard,1,1,Verified,7600,2024-08,0
UK003392,Pauri Garhwal,Farmer_3392,0.66,Mustard,1,0,Pending,7800,2024-12,0
UK003393,Pauri Garhwal,Farmer_3393,0.1,Potato,1,1,Verified,7100,2024-10,0
UK003394,Pauri Garhwal,Farmer_3394,1.02,Apple,1,1,Verified,8300,2024-09,0
UK003395,Pauri Garhwal,Farmer_3395,0.9,Lentil,1,1,Verified,9000,2024-09,0
UK003396,Pauri Garhwal,Farmer_3396,0.38,Rice,1,1,Verified,8300,2024-09,0
UK003397,Pauri Garhwal,Farmer_3397,0.18,Wheat,1,1,Verified,6700,2024-04,0
UK003398,Pauri Garhwal,Farmer_3398,0.39,Apple,1,1,Verified,6400,2024-05,0
UK003399,Pauri Garhwal,Farmer_3399,0.53,Rice,1,1,Verified,6900,2024-07,0
UK003400,Pauri Garhwal,Farmer_3400,0.61,Rice,1,1,Verified,8800,2024-11,0
UK003401,Pauri Garhwal,Farmer_3401,1.16,Wheat,1,0,Pending,9500,2024-06,0
UK003402,Pauri Garhwal,Farmer_3402,0.96,Lentil,1,0,Pending,9900,2024-04,0
UK003403,Pauri Garhwal,Farmer_3403,0.26,Mustard,1,1,Verified,7600,2024-09,0
UK003404,Pauri Garhwal,Farmer_3404,0.74,Rice,1,1,Pending,9900,2024-06,0
UK003405,Pauri Garhwal,Farmer_3405,0.77,Apple,1,1,Verified,7400,2024-04,0
UK003406,Pauri Garhwal,Farmer_3406,1.04,Wheat,1,1,Verified,9100,2024-05,0
UK003407,Pauri Garhwal,Farmer_3407,0.93,Apple,1,1,Verified,9100,2024-08,0
UK003408,Pauri Garhwal,Farmer_3408,0.11,Apple,1,0,Pending,6300,2024-04,0
UK003409,Pauri Garhwal,Farmer_3409,0.77,Mustard,1,1,Verified,8600,2024-06,0
UK003410,Pauri Garhwal,Farmer_3410,0.71,Apple,1,1,Verified,8900,2024-09,0
UK003411,Pauri Garhwal,Farmer_3411,0.31,Wheat,1,0,Pending,8100,2024-04,0
UK003412,Pauri Garhwal,Farmer_3412,0.14,Mustard,1,1,Verified,7000,2024-08,0
UK003413,Pauri Garhwal,Farmer_3413,0.43,Wheat,1,1,Verified,7200,2024-08,0
UK003414,Pauri Garhwal,Farmer_3414,0.24,Mustard,1,1,Pending,5900,2024-10,0
UK003415,Pauri Garhwal,Farmer_3415,0.53,Potato,1,0,Rejected,8900,2024-05,0
UK003416,Pauri Garhwal,Farmer_3416,0.64,Apple,1,0,Rejected,9400,2024-06,0
UK003417,Pauri Garhwal,Farmer_3417,0.56,Apple,1,1,Verified,7100,2024-09,0
UK003418,Pauri Garhwal,Farmer_3418,0.36,Rice,1,1,Verified,6300,2024-04,0
UK003419,Pauri Garhwal,Farmer_3419,0.25,Wheat,1,1,Pending,7000,2024-10,0
UK003420,Pauri Garhwal,Farmer_3420,0.41,Wheat,1,1,Pending,7500,2024-05,0
UK003421,Pauri Garhwal,Farmer_3421,0.92,Mustard,1,1,Verified,9200,2024-11,0
UK003422,Pauri Garhwal,Farmer_3422,0.66,Maize,1,1,Verified,8700,2024-07,0
UK003423,Pauri Garhwal,Farmer_3423,0.47,Apple,1,1,Verified,6500,2024-07,0
UK003424,Pauri Garhwal,Farmer_3424,0.87,Soybean,1,1,Verified,9700,2024-10,0
UK003425,Pauri Garhwal,Farmer_3425,0.53,Maize,1,1,Verified,8600,2024-09,0
UK003426,Pauri Garhwal,Farmer_3426,0.58,Mustard,1,1,Verified,7600,2024-10,0
UK003427,Pauri Garhwal,Farmer_3427,0.39,Soybean,1,1,Verified,6800,2024-12,0
UK003428,Pauri Garhwal,Farmer_3428,0.68,Maize,1,1,Verified,7700,2024-06,0
UK003429,Pauri Garhwal,Farmer_3429,0.5,Wheat,1,1,Verified,7900,2024-04,0
UK003430,Pauri Garhwal,Farmer_3430,0.65,Lentil,1,1,Verified,7900,2024-04,0
UK003431,Pauri Garhwal,Farmer_3431,0.58,Lentil,1,1,Verified,7400,2024-12,0
UK003432,Pauri Garhwal,Farmer_3432,0.24,Rice,1,1,Verified,6600,2024-05,0
UK003433,Pauri Garhwal,Farmer_3433,0.65,Wheat,1,1,Verified,9300,2024-08,0
UK003434,Pauri Garhwal,Farmer_3434,0.22,Soybean,1,1,Verified,7300,2024-09,0
UK003435,Pauri Garhwal,Farmer_3435,0.1,Soybean,1,0,Rejected,7000,2024-09,0
UK003436,Pauri Garhwal,Farmer_3436,0.3,Rice,1,1,Verified,7200,2024-06,0
UK003437,Pauri Garhwal,Farmer_3437,0.42,Wheat,1,1,Verified,8500,2024-07,0
UK003438,Pauri Garhwal,Farmer_3438,0.62,Maize,1,1,Verified,9100,2024-04,0
UK003439,Pauri Garhwal,Farmer_3439,0.34,Rice,1,1,Verified,7100,2024-08,0
UK003440,Pauri Garhwal,Farmer_3440,0.77,Wheat,1,1,Verified,7400,2024-06,0
UK003441,Pauri Garhwal,Farmer_3441,0.74,Maize,1,1,Verified,9100,2024-07,0
UK003442,Pauri Garhwal,Farmer_3442,0.67,Maize,1,1,Verified,8200,2024-07,0
UK003443,Pauri Garhwal,Farmer_3443,0.91,Maize,1,1,Pending,8800,2024-05,0
UK003444,Pauri Garhwal,Farmer_3444,0.81,Soybean,1,1,Verified,9300,2024-04,0
UK003445,Tehri Garhwal,Farmer_3445,0.11,Lentil,1,1,Verified,6500,2024-07,0
UK003446,Tehri Garhwal,Farmer_3446,0.67,Rice,1,1,Verified,8500,2024-09,0
UK003447,Tehri Garhwal,Farmer_3447,0.65,Rice,1,1,Verified,8400,2024-10,0
UK003448,Tehri Garhwal,Farmer_3448,0.47,Wheat,1,1,Verified,8600,2024-09,0
UK003449,Tehri Garhwal,Farmer_3449,0.54,Mustard,1,1,Verified,8000,2024-05,0
UK003450,Tehri Garhwal,Farmer_3450,0.11,Maize,1,1,Verified,7200,2024-12,0
UK003451,Tehri Garhwal,Farmer_3451,0.64,Apple,1,1,Verified,9100,2024-08,0
UK003452,Tehri Garhwal,Farmer_3452,0.76,Maize,1,1,Verified,9200,2024-06,0
UK003453,Tehri Garhwal,Farmer_3453,0.66,Mustard,1,1,Verified,8400,2024-08,0
UK003454,Tehri Garhwal,Farmer_3454,0.5,Mustard,1,1,Verified,8100,2024-06,0
UK003455,Tehri Garhwal,Farmer_3455,0.5,Soybean,1,1,Verified,8100,2024-08,0
UK003456,Tehri Garhwal,Farmer_3456,0.7,Rice,1,1,Verified,8300,2024-05,0
UK003457,Tehri Garhwal,Farmer_3457,0.28,Mustard,1,1,Pending,7300,2024-04,0
UK003458,Tehri Garhwal,Farmer_3458,0.76,Maize,1,1,Verified,9000,2024-04,0
UK003459,Tehri Garhwal,Farmer_3459,0.43,Maize,1,0,Rejected,8300,2024-07,0
UK003460,Tehri Garhwal,Farmer_3460,0.89,Soybean,1,1,Verified,8700,2024-11,0
UK003461,Tehri Garhwal,Farmer_3461,0.46,Apple,1,1,Pending,6600,2024-07,0
UK003462,Tehri Garhwal,Farmer_3462,0.39,Rice,1,1,Verified,7000,2024-10,0
UK003463,Tehri Garhwal,Farmer_3463,0.5,Wheat,1,1,Verified,8300,2024-09,0
UK003464,Tehri Garhwal,Farmer_3464,0.67,Soybean,1,1,Verified,8200,2024-11,0
UK003465,Tehri Garhwal,Farmer_3465,0.2,Mustard,1,1,Verified,7200,2024-06,0
UK003466,Tehri Garhwal,Farmer_3466,0.33,Maize,1,1,Verified,7000,2024-05,0
UK003467,Tehri Garhwal,Farmer_3467,0.34,Soybean,1,1,Pending,6900,2024-08,0
UK003468,Tehri Garhwal,Farmer_3468,0.12,Maize,1,1,Verified,5900,2024-12,0
UK003469,Tehri Garhwal,Farmer_3469,0.69,Potato,1,0,Pending,8700,2024-05,0
UK003470,Tehri Garhwal,Farmer_3470,0.53,Rice,1,1,Verified,8900,2024-07,0
UK003471,Tehri Garhwal,Farmer_3471,0.58,Lentil,1,1,Verified,9000,2024-12,0
UK003472,Tehri Garhwal,Farmer_3472,0.51,Lentil,1,1,Pending,7700,2024-10,0
UK003473,Tehri Garhwal,Farmer_3473,0.21,Maize,1,1,Pending,6900,2024-05,0
UK003474,Tehri Garhwal,Farmer_3474,0.76,Wheat,1,1,Verified,8900,2024-08,0
UK003475,Tehri Garhwal,Farmer_3475,0.54,Wheat,1,1,Verified,9000,2024-11,0
UK003476,Tehri Garhwal,Farmer_3476,0.29,Mustard,1,1,Verified,7200,2024-08,0
UK003477,Tehri Garhwal,Farmer_3477,0.54,Wheat,1,1,Verified,8200,2024-08,0
UK003478,Tehri Garhwal,Farmer_3478,0.76,Soybean,1,1,Verified,7700,2024-07,0
UK003479,Tehri Garhwal,Farmer_3479,0.84,Rice,1,1,Verified,8400,2024-05,0
UK003480,Tehri Garhwal,Farmer_3480,0.89,Mustard,1,1,Verified,9600,2024-10,0
UK003481,Tehri Garhwal,Farmer_3481,0.46,Apple,1,0,Pending,8000,2024-08,0
UK003482,Tehri Garhwal,Farmer_3482,0.1,Wheat,1,1,Verified,6800,2024-12,0
UK003483,Tehri Garhwal,Farmer_3483,0.18,Rice,1,0,Pending,5900,2024-10,0
UK003484,Tehri Garhwal,Farmer_3484,0.29,Rice,1,1,Verified,6500,2024-10,0
UK003485,Tehri Garhwal,Farmer_3485,0.4,Maize,1,1,Verified,8400,2024-08,0
UK003486,Tehri Garhwal,Farmer_3486,0.66,Maize,1,0,Rejected,8700,2024-09,0
UK003487,Tehri Garhwal,Farmer_3487,0.52,Mustard,1,1,Verified,8500,2024-04,0
UK003488,Tehri Garhwal,Farmer_3488,0.69,Rice,1,1,Verified,9300,2024-09,0
UK003489,Tehri Garhwal,Farmer_3489,0.3,Potato,1,1,Verified,7800,2024-09,0
UK003490,Tehri Garhwal,Farmer_3490,0.64,Lentil,1,1,Verified,8200,2024-08,0
UK003491,Tehri Garhwal,Farmer_3491,0.18,Potato,1,1,Verified,7500,2024-09,0
UK003492,Tehri Garhwal,Farmer_3492,0.73,Mustard,1,1,Verified,8200,2024-10,0
UK003493,Tehri Garhwal,Farmer_3493,0.66,Lentil,1,1,Verified,8100,2024-05,0
UK003494,Tehri Garhwal,Farmer_3494,0.3,Maize,1,0,Pending,6400,2024-05,0
UK003495,Tehri Garhwal,Farmer_3495,0.49,Apple,1,1,Verified,7700,2024-08,0
UK003496,Tehri Garhwal,Farmer_3496,0.47,Maize,1,1,Verified,7900,2024-10,0
UK003497,Tehri Garhwal,Farmer_3497,0.8,Lentil,1,1,Verified,9700,2024-08,0
UK003498,Tehri Garhwal,Farmer_3498,0.38,Mustard,1,1,Verified,7200,2024-04,0
UK003499,Tehri Garhwal,Farmer_3499,0.66,Rice,1,0,Rejected,7500,2024-08,0
UK003500,Tehri Garhwal,Farmer_3500,0.68,Potato,1,1,Verified,9600,2024-04,0
UK003501,Tehri Garhwal,Farmer_3501,0.31,Mustard,1,1,Pending,8000,2024-06,0
UK003502,Tehri Garhwal,Farmer_3502,0.23,Apple,1,1,Verified,6200,2024-08,0
UK003503,Tehri Garhwal,Farmer_3503,0.25,Soybean,1,1,Verified,6100,2024-07,0
UK003504,Tehri Garhwal,Farmer_3504,0.58,Wheat,1,1,Pending,8100,2024-04,0
UK003505,Tehri Garhwal,Farmer_3505,0.93,Maize,1,1,Verified,10500,2024-06,0
UK003506,Tehri Garhwal,Farmer_3506,0.33,Soybean,1,1,Verified,8000,2024-05,0
UK003507,Tehri Garhwal,Farmer_3507,0.43,Potato,1,1,Verified,7400,2024-06,0
UK003508,Tehri Garhwal,Farmer_3508,0.66,Soybean,1,1,Pending,7700,2024-08,0
UK003509,Tehri Garhwal,Farmer_3509,0.38,Mustard,1,1,Pending,8100,2024-06,0
UK003510,Tehri Garhwal,Farmer_3510,0.5,Lentil,1,1,Verified,8600,2024-09,0
UK003511,Tehri Garhwal,Farmer_3511,0.55,Soybean,1,1,Verified,8100,2024-06,0
UK003512,Tehri Garhwal,Farmer_3512,0.77,Apple,1,1,Verified,7900,2024-10,0
UK003513,Tehri Garhwal,Farmer_3513,0.92,Wheat,1,1,Verified,10100,2024-09,0
UK003514,Tehri Garhwal,Farmer_3514,0.85,Rice,1,1,Verified,10100,2024-04,0
UK003515,Tehri Garhwal,Farmer_3515,0.28,Wheat,1,1,Verified,6000,2024-04,0
UK003516,Tehri Garhwal,Farmer_3516,0.2,Maize,1,1,Verified,5800,2024-06,0
UK003517,Tehri Garhwal,Farmer_3517,0.1,Mustard,1,1,Verified,6200,2024-05,0
UK003518,Tehri Garhwal,Farmer_3518,0.61,Mustard,1,1,Verified,8800,2024-05,0
UK003519,Tehri Garhwal,Farmer_3519,0.14,Rice,1,1,Verified,7500,2024-11,0
UK003520,Tehri Garhwal,Farmer_3520,0.77,Mustard,1,1,Pending,7900,2024-05,0
UK003521,Tehri Garhwal,Farmer_3521,0.74,Maize,1,1,Verified,8900,2024-04,0
